700,1100,1311,791
722,1100,1302,791
744,1100,1293,791
766,1100,1284,791
788,1100,1274,791
810,1100,1265,791
832,1100,1256,791
854,1100,1246,790
876,1100,1237,790
898,1100,1228,790
920,1100,1219,789
942,1100,1210,789
964,1100,1201,788
986,1100,1192,789
1008,1100,1183,789
1030,1100,1173,789
1052,1100,1165,789
1074,1100,1156,789
1096,1100,1147,789
1118,1100,1138,788
1140,1100,1129,789
1162,1100,1121,788
1184,1100,1112,788
1206,1100,1103,788
1228,1100,1094,788
1250,1100,1085,787
1272,1100,1076,787
1294,1100,1066,786
1316,1100,1058,787
1338,1100,1049,787
1360,1100,1040,786
1382,1100,1032,786
1404,1100,1023,786
1426,1100,1014,786
1448,1100,1006,786
1470,1100,997,785
1492,1100,988,785
1514,1100,979,785
1536,1100,970,785
1558,1100,961,785
1580,1100,952,785
1602,1100,943,784
1624,1100,934,784
1646,1100,925,784
1668,1100,916,784
1690,1100,908,783
1712,1100,899,783
1734,1100,890,783
1756,1100,882,783
1778,1100,873,783
700,1128,1310,782
722,1128,1301,782
744,1128,1292,782
766,1128,1283,782
788,1128,1273,782
810,1128,1264,782
832,1128,1254,782
854,1128,1246,782
876,1128,1236,782
898,1128,1228,781
920,1128,1218,781
942,1128,1209,781
964,1128,1200,781
986,1128,1191,781
1008,1128,1182,781
1030,1128,1172,781
1052,1128,1164,781
1074,1128,1155,781
1096,1128,1146,780
1118,1128,1138,781
1140,1128,1129,780
1162,1128,1120,780
1184,1128,1111,780
1206,1128,1103,780
1228,1128,1094,780
1250,1128,1085,780
1272,1128,1076,779
1294,1128,1066,779
1316,1128,1058,778
1338,1128,1049,778
1360,1128,1040,778
1382,1128,1031,779
1404,1128,1023,778
1426,1128,1014,778
1448,1128,1005,778
1470,1128,996,778
1492,1128,988,778
1514,1128,979,778
1536,1128,969,777
1558,1128,960,777
1580,1128,952,777
1602,1128,943,777
1624,1128,934,776
1646,1128,926,777
1668,1128,916,776
1690,1128,907,776
1712,1128,899,776
1734,1128,890,775
1756,1128,881,775
1778,1128,873,775
700,1156,1310,774
722,1156,1300,774
744,1156,1291,774
766,1156,1282,774
788,1156,1272,774
810,1156,1263,774
832,1156,1254,774
854,1156,1245,774
876,1156,1236,773
898,1156,1227,774
920,1156,1218,773
942,1156,1209,773
964,1156,1200,773
986,1156,1191,773
1008,1156,1182,772
1030,1156,1173,773
1052,1156,1164,773
1074,1156,1155,773
1096,1156,1146,772
1118,1156,1137,772
1140,1156,1128,772
1162,1156,1120,772
1184,1156,1111,772
1206,1156,1102,772
1228,1156,1094,771
1250,1156,1085,772
1272,1156,1076,772
1294,1156,1067,771
1316,1156,1058,772
1338,1156,1049,771
1360,1156,1040,770
1382,1156,1031,770
1404,1156,1022,770
1426,1156,1014,770
1448,1156,1005,770
1470,1156,996,770
1492,1156,987,770
1514,1156,979,770
1536,1156,969,770
1558,1156,961,769
1580,1156,952,769
1602,1156,943,769
1624,1156,934,769
1646,1156,925,769
1668,1156,917,768
1690,1156,908,768
1712,1156,899,768
1734,1156,890,767
1756,1156,881,767
1778,1156,872,767
700,1184,1310,765
722,1184,1300,766
744,1184,1291,766
766,1184,1282,766
788,1184,1272,766
810,1184,1263,766
832,1184,1254,766
854,1184,1245,766
876,1184,1236,765
898,1184,1227,765
920,1184,1218,765
942,1184,1209,765
964,1184,1200,765
986,1184,1191,765
1008,1184,1182,765
1030,1184,1172,765
1052,1184,1163,765
1074,1184,1155,764
1096,1184,1146,764
1118,1184,1137,764
1140,1184,1129,764
1162,1184,1120,764
1184,1184,1111,764
1206,1184,1103,764
1228,1184,1093,764
1250,1184,1085,764
1272,1184,1076,763
1294,1184,1067,763
1316,1184,1058,763
1338,1184,1049,763
1360,1184,1040,763
1382,1184,1031,763
1404,1184,1022,762
1426,1184,1013,762
1448,1184,1005,762
1470,1184,996,762
1492,1184,988,762
1514,1184,979,762
1536,1184,969,761
1558,1184,960,762
1580,1184,952,761
1602,1184,943,761
1624,1184,934,761
1646,1184,926,761
1668,1184,917,761
1690,1184,908,761
1712,1184,899,760
1734,1184,891,760
1756,1184,881,760
1778,1184,872,759
700,1212,1310,757
722,1212,1300,758
744,1212,1291,758
766,1212,1282,758
788,1212,1272,758
810,1212,1263,757
832,1212,1254,757
854,1212,1245,758
876,1212,1236,758
898,1212,1227,757
920,1212,1218,757
942,1212,1209,757
964,1212,1200,757
986,1212,1191,757
1008,1212,1183,757
1030,1212,1172,756
1052,1212,1163,757
1074,1212,1155,756
1096,1212,1146,757
1118,1212,1137,756
1140,1212,1128,756
1162,1212,1119,756
1184,1212,1111,756
1206,1212,1102,756
1228,1212,1093,756
1250,1212,1085,756
1272,1212,1076,756
1294,1212,1067,755
1316,1212,1057,755
1338,1212,1049,755
1360,1212,1040,755
1382,1212,1031,755
1404,1212,1022,754
1426,1212,1013,755
1448,1212,1005,754
1470,1212,996,754
1492,1212,987,754
1514,1212,979,754
1536,1212,969,754
1558,1212,960,754
1580,1212,952,753
1602,1212,943,754
1624,1212,934,753
1646,1212,926,753
1668,1212,917,753
1690,1212,908,753
1712,1212,899,753
1734,1212,891,752
1756,1212,882,752
1778,1212,873,752
700,1240,1309,750
722,1240,1299,749
744,1240,1290,750
766,1240,1281,749
788,1240,1271,749
810,1240,1263,749
832,1240,1253,749
854,1240,1245,749
876,1240,1236,749
898,1240,1226,749
920,1240,1218,749
942,1240,1209,749
964,1240,1200,749
986,1240,1191,749
1008,1240,1182,749
1030,1240,1173,749
1052,1240,1164,749
1074,1240,1155,748
1096,1240,1145,749
1118,1240,1137,749
1140,1240,1128,748
1162,1240,1120,748
1184,1240,1110,748
1206,1240,1102,748
1228,1240,1093,748
1250,1240,1085,748
1272,1240,1076,748
1294,1240,1066,748
1316,1240,1058,748
1338,1240,1048,747
1360,1240,1041,747
1382,1240,1032,747
1404,1240,1023,747
1426,1240,1014,747
1448,1240,1005,747
1470,1240,996,746
1492,1240,987,746
1514,1240,979,746
1536,1240,969,746
1558,1240,960,746
1580,1240,952,746
1602,1240,943,746
1624,1240,934,745
1646,1240,926,746
1668,1240,917,745
1690,1240,908,745
1712,1240,900,744
1734,1240,891,745
1756,1240,882,745
1778,1240,873,744
700,1268,1309,742
722,1268,1300,742
744,1268,1291,741
766,1268,1281,741
788,1268,1272,741
810,1268,1262,741
832,1268,1253,741
854,1268,1244,741
876,1268,1235,741
898,1268,1227,741
920,1268,1218,741
942,1268,1208,742
964,1268,1200,742
986,1268,1191,741
1008,1268,1182,741
1030,1268,1172,741
1052,1268,1164,741
1074,1268,1155,741
1096,1268,1146,741
1118,1268,1137,740
1140,1268,1128,740
1162,1268,1119,740
1184,1268,1111,740
1206,1268,1101,740
1228,1268,1093,740
1250,1268,1084,740
1272,1268,1076,740
1294,1268,1066,740
1316,1268,1057,740
1338,1268,1049,740
1360,1268,1040,739
1382,1268,1031,740
1404,1268,1023,739
1426,1268,1014,739
1448,1268,1006,739
1470,1268,997,739
1492,1268,987,738
1514,1268,978,739
1536,1268,969,738
1558,1268,960,738
1580,1268,951,737
1602,1268,943,738
1624,1268,934,738
1646,1268,925,737
1668,1268,916,737
1690,1268,908,737
1712,1268,900,737
1734,1268,891,737
1756,1268,882,737
1778,1268,873,736
700,1296,1309,733
722,1296,1300,733
744,1296,1290,733
766,1296,1281,732
788,1296,1271,733
810,1296,1262,733
832,1296,1253,732
854,1296,1244,733
876,1296,1235,733
898,1296,1226,732
920,1296,1218,733
942,1296,1208,733
964,1296,1199,733
986,1296,1190,733
1008,1296,1181,733
1030,1296,1172,733
1052,1296,1163,732
1074,1296,1154,733
1096,1296,1146,732
1118,1296,1136,732
1140,1296,1127,732
1162,1296,1119,731
1184,1296,1110,732
1206,1296,1101,732
1228,1296,1093,732
1250,1296,1084,732
1272,1296,1075,732
1294,1296,1066,731
1316,1296,1057,731
1338,1296,1049,732
1360,1296,1039,731
1382,1296,1031,731
1404,1296,1023,731
1426,1296,1014,731
1448,1296,1006,731
1470,1296,997,730
1492,1296,988,731
1514,1296,979,730
1536,1296,969,730
1558,1296,960,730
1580,1296,951,729
1602,1296,942,729
1624,1296,934,729
1646,1296,925,729
1668,1296,917,729
1690,1296,908,729
1712,1296,900,729
1734,1296,891,729
1756,1296,882,728
1778,1296,873,728
700,1324,1308,725
722,1324,1299,725
744,1324,1290,725
766,1324,1281,725
788,1324,1271,725
810,1324,1262,725
832,1324,1253,724
854,1324,1244,724
876,1324,1235,724
898,1324,1226,724
920,1324,1217,724
942,1324,1208,725
964,1324,1199,724
986,1324,1190,724
1008,1324,1182,725
1030,1324,1172,725
1052,1324,1163,725
1074,1324,1154,724
1096,1324,1145,725
1118,1324,1137,724
1140,1324,1127,724
1162,1324,1119,724
1184,1324,1110,724
1206,1324,1101,724
1228,1324,1093,724
1250,1324,1084,724
1272,1324,1075,723
1294,1324,1066,723
1316,1324,1057,723
1338,1324,1049,723
1360,1324,1039,723
1382,1324,1031,723
1404,1324,1023,723
1426,1324,1014,723
1448,1324,1005,723
1470,1324,997,723
1492,1324,988,723
1514,1324,979,722
1536,1324,969,722
1558,1324,961,722
1580,1324,952,722
1602,1324,943,721
1624,1324,934,721
1646,1324,925,721
1668,1324,916,721
1690,1324,908,721
1712,1324,899,721
1734,1324,890,721
1756,1324,883,721
1778,1324,873,721
700,1352,1308,717
722,1352,1299,717
744,1352,1290,717
766,1352,1281,716
788,1352,1271,717
810,1352,1262,717
832,1352,1253,716
854,1352,1243,717
876,1352,1235,716
898,1352,1226,716
920,1352,1217,716
942,1352,1208,716
964,1352,1199,717
986,1352,1190,716
1008,1352,1181,716
1030,1352,1172,717
1052,1352,1164,717
1074,1352,1154,716
1096,1352,1146,716
1118,1352,1136,716
1140,1352,1128,716
1162,1352,1119,716
1184,1352,1110,716
1206,1352,1102,716
1228,1352,1092,716
1250,1352,1084,715
1272,1352,1075,715
1294,1352,1065,715
1316,1352,1057,715
1338,1352,1049,715
1360,1352,1039,715
1382,1352,1031,715
1404,1352,1022,715
1426,1352,1014,715
1448,1352,1006,715
1470,1352,997,715
1492,1352,988,714
1514,1352,979,714
1536,1352,969,715
1558,1352,961,714
1580,1352,952,714
1602,1352,943,714
1624,1352,934,714
1646,1352,925,713
1668,1352,916,713
1690,1352,908,713
1712,1352,899,713
1734,1352,890,713
1756,1352,882,713
1778,1352,873,713
700,1380,1308,709
722,1380,1299,708
744,1380,1289,709
766,1380,1280,709
788,1380,1271,709
810,1380,1262,708
832,1380,1252,709
854,1380,1243,709
876,1380,1235,709
898,1380,1226,708
920,1380,1217,708
942,1380,1207,708
964,1380,1198,709
986,1380,1189,708
1008,1380,1181,708
1030,1380,1171,709
1052,1380,1163,708
1074,1380,1154,708
1096,1380,1146,708
1118,1380,1136,708
1140,1380,1128,708
1162,1380,1119,708
1184,1380,1110,708
1206,1380,1101,708
1228,1380,1093,708
1250,1380,1084,708
1272,1380,1075,707
1294,1380,1065,707
1316,1380,1057,707
1338,1380,1048,707
1360,1380,1039,707
1382,1380,1031,707
1404,1380,1022,707
1426,1380,1014,707
1448,1380,1005,707
1470,1380,997,707
1492,1380,988,707
1514,1380,979,706
1536,1380,969,707
1558,1380,961,706
1580,1380,952,707
1602,1380,944,706
1624,1380,935,706
1646,1380,926,706
1668,1380,916,705
1690,1380,908,705
1712,1380,899,705
1734,1380,890,705
1756,1380,882,704
1778,1380,873,705
700,1408,1308,700
722,1408,1298,700
744,1408,1289,701
766,1408,1280,701
788,1408,1271,701
810,1408,1261,701
832,1408,1253,701
854,1408,1243,700
876,1408,1234,701
898,1408,1226,701
920,1408,1216,701
942,1408,1208,700
964,1408,1198,700
986,1408,1189,700
1008,1408,1181,700
1030,1408,1171,700
1052,1408,1163,700
1074,1408,1154,700
1096,1408,1145,700
1118,1408,1136,700
1140,1408,1128,701
1162,1408,1119,701
1184,1408,1110,700
1206,1408,1102,700
1228,1408,1093,700
1250,1408,1084,700
1272,1408,1075,700
1294,1408,1066,700
1316,1408,1057,699
1338,1408,1048,699
1360,1408,1039,699
1382,1408,1031,699
1404,1408,1022,699
1426,1408,1013,699
1448,1408,1004,699
1470,1408,996,699
1492,1408,987,698
1514,1408,979,699
1536,1408,969,699
1558,1408,960,698
1580,1408,952,698
1602,1408,943,698
1624,1408,934,698
1646,1408,926,698
1668,1408,917,698
1690,1408,908,697
1712,1408,899,697
1734,1408,890,697
1756,1408,882,697
1778,1408,873,696
700,1436,1308,692
722,1436,1298,692
744,1436,1289,692
766,1436,1280,692
788,1436,1271,693
810,1436,1261,693
832,1436,1252,693
854,1436,1243,693
876,1436,1234,693
898,1436,1226,693
920,1436,1217,693
942,1436,1208,693
964,1436,1198,692
986,1436,1189,692
1008,1436,1181,692
1030,1436,1171,692
1052,1436,1162,692
1074,1436,1154,692
1096,1436,1145,692
1118,1436,1136,692
1140,1436,1127,692
1162,1436,1119,692
1184,1436,1110,692
1206,1436,1101,692
1228,1436,1093,692
1250,1436,1084,692
1272,1436,1076,692
1294,1436,1066,692
1316,1436,1057,692
1338,1436,1048,692
